1,0.00,-0.03,0.00
1,0.25,-0.03,-0.00
1,1.00,-0.03,-0.00
1,2.24,-0.03,-0.00
1,3.98,-0.03,-0.00
1,6.23,-0.03,-0.01
1,8.96,-0.03,-0.02
1,12.19,-0.04,-0.03
1,15.91,-0.04,-0.04
1,20.15,-0.04,-0.06
1,24.86,-0.04,-0.08
1,30.05,-0.04,-0.10
1,35.81,-0.04,-0.12
1,42.03,-0.03,-0.15
1,48.66,-0.01,-0.18
1,55.93,0.01,-0.22
1,63.65,0.03,-0.26
1,71.90,0.06,-0.29
1,80.59,0.14,-0.34
1,89.72,0.18,-0.38
1,99.66,0.25,-0.43
1,109.65,0.32,-0.49
1,120.28,0.41,-0.55
1,131.59,0.48,-0.61
1,142.99,0.58,-0.70
1,155.43,0.71,-0.76
1,167.62,0.79,-0.85
1,181.15,0.95,-0.95
1,194.77,1.09,-1.05
1,208.92,1.22,-1.14
1,223.40,1.34,-1.28
1,238.94,1.49,-1.37
1,255.02,1.74,-1.51
1,0.00,0.09,-0.00
1,0.26,0.09,-0.00
1,1.03,0.09,-0.00
1,2.31,0.09,-0.00
1,4.10,0.10,-0.00
1,6.41,0.10,-0.01
1,9.21,0.11,-0.01
1,12.54,0.12,-0.02
1,16.36,0.13,-0.02
1,20.74,0.15,-0.03
1,25.55,0.17,-0.03
1,30.91,0.19,-0.04
1,36.81,0.23,-0.05
1,43.28,0.27,-0.06
1,50.15,0.33,-0.07
1,57.65,0.40,-0.07
1,65.65,0.46,-0.08
1,74.14,0.53,-0.08
1,83.16,0.64,-0.09
1,92.63,0.74,-0.09
1,102.89,0.82,-0.09
1,113.24,0.94,-0.08
1,124.37,1.04,-0.08
1,136.05,1.13,-0.08
1,147.90,1.26,-0.08
1,160.69,1.40,-0.04
1,173.42,1.47,-0.03
1,187.38,1.60,-0.01
1,201.68,1.81,-0.01
1,216.17,1.95,0.02
1,231.24,2.06,0.02
1,247.39,2.23,0.06
1,263.96,2.45,0.07
1,-0.03,-0.07,0.00
1,0.11,-0.07,0.00
1,0.51,-0.07,0.00
1,1.18,-0.08,-0.00
1,2.13,-0.08,-0.00
1,3.32,-0.08,-0.00
1,4.81,-0.08,-0.00
1,6.51,-0.08,-0.00
1,8.48,-0.08,-0.00
1,10.80,-0.09,-0.00
1,13.33,-0.10,-0.00
1,16.20,-0.11,-0.01
1,19.28,-0.12,-0.01
1,22.60,-0.13,-0.01
1,26.34,-0.16,-0.01
1,29.87,-0.17,-0.01
1,34.33,-0.20,0.00
1,38.62,-0.21,0.01
1,43.97,-0.22,0.01
1,48.73,-0.26,0.03
1,54.11,-0.29,0.05
1,59.98,-0.31,0.06
1,65.69,-0.32,0.08
1,72.50,-0.36,0.10
1,78.94,-0.35,0.13
1,84.81,-0.41,0.15
1,92.05,-0.44,0.18
1,99.75,-0.38,0.24
1,107.44,-0.47,0.26
1,115.37,-0.56,0.30
1,122.95,-0.61,0.35
1,130.94,-0.57,0.39
1,140.60,-0.56,0.40
1,-0.19,0.01,0.00
1,-0.17,0.01,0.00
1,-0.12,0.01,0.00
1,-0.02,0.00,0.00
1,0.08,0.01,0.00
1,0.21,0.01,0.00
1,0.39,0.01,0.00
1,0.56,0.01,0.00
1,0.83,0.01,0.00
1,1.06,0.01,0.00
1,1.40,0.02,0.00
1,1.73,0.01,0.00
1,2.10,0.02,0.00
1,2.57,0.02,0.00
1,3.06,0.02,0.01
1,3.32,0.02,0.00
1,3.93,0.03,0.00
1,4.56,0.04,0.01
1,5.12,0.04,0.01
1,5.71,0.02,0.01
1,6.30,0.06,0.00
1,7.20,0.10,0.00
1,7.60,0.11,0.01
1,8.68,0.11,0.01
1,9.75,0.14,0.01
1,9.98,0.12,0.00
1,10.93,0.17,0.01
1,12.10,0.11,0.03
1,12.89,0.15,0.02
1,13.95,0.06,0.03
1,14.64,0.03,0.04
1,15.73,0.05,0.03
1,16.47,0.04,0.05
1,-0.32,-0.02,0.00
1,-0.32,-0.02,0.00
1,-0.31,-0.02,0.00
1,-0.30,-0.02,0.00
1,-0.31,-0.02,0.00
1,-0.31,-0.02,0.00
1,-0.31,-0.02,0.00
1,-0.28,-0.02,-0.00
1,-0.22,-0.02,-0.00
1,-0.19,-0.02,-0.00
1,-0.16,-0.02,-0.00
1,-0.11,-0.02,-0.00
1,-0.02,-0.02,-0.00
1,0.07,-0.02,-0.00
1,0.13,-0.02,-0.00
1,0.15,-0.02,-0.00
1,0.29,-0.01,-0.00
